term_type	curie	observed_label	current_exact	semantic_exact	match_source	canonical_label	exact_synonyms	obsolete
celltype	CL:0000115	venular endothelial cell 1.3	0	0	none	endothelial cell	endotheliocyte	0
celltype	CL:0000115	venular endothelial cell 1.4	0	0	none	endothelial cell	endotheliocyte	0
celltype	CL:0000115	venule endothelial cell	0	0	none	endothelial cell	endotheliocyte	0
celltype	CL:0000115	vessel endothelial cell	0	0	none	endothelial cell	endotheliocyte	0
celltype	CL:0000120	differentiating granule cell	0	0	none	granule cell		0
celltype	CL:0000120	granule cell	1	1	canonical	granule cell		0
celltype	CL:0000120	granule cell progenitor	0	0	none	granule cell		0
celltype	CL:0000120	mature granule cell	0	0	none	granule cell		0
celltype	CL:0000121	Purkinje cell	1	1	canonical	Purkinje cell	Purkinje neuron | cerebellar Purkinje cell	0
celltype	CL:0000121	Purkinje neuron	1	1	exact_synonym	Purkinje cell	Purkinje neuron | cerebellar Purkinje cell	0
celltype	CL:0000122	activated stellate cell	0	0	none	stellate neuron		0
celltype	CL:0000122	entorhinal cortex stellate cell	0	0	none	stellate neuron		0
celltype	CL:0000122	fibroblast and stellate cell	0	0	none	stellate neuron		0
celltype	CL:0000122	quiescent stellate cell	0	0	none	stellate neuron		0
celltype	CL:0000122	stellate cell	1	0	none	stellate neuron		0
celltype	CL:0000122	stellate cell-like cell	0	0	none	stellate neuron		0
celltype	CL:0000125	COL4A3-expressing Müller glia subtype	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	EIF5-positive glial cell	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	Müller glia	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	Müller glial cell	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	NC2_glial_NGF+ glial cell	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	colonic lymphoid-associated glial cell	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	enteric glia 1	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	enteric glia 2	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	enteric glia 3	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	glial cell	1	1	canonical	glial cell	neuroglial cell	0
celltype	CL:0000125	intra-ganglionic glial cell	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	mature radial glia	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	mucosal glia	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	myenteric glia	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	neural/glial cell	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	outer radial glia	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	outer subventricular zone radial glia	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	radial glia	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	radial glia and intermediate precursor	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	radial glia undergoing cell division	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	terminal glial cell	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000125	truncated radial glia	0	0	none	glial cell	neuroglial cell	0
celltype	CL:0000127	COVID-19-associated astrocyte	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	GFAP-high astrocyte	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	Müller glia and astrocyte	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	VIM_LHX2 astrocyte subtype	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte	1	1	canonical	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte GBP2 SPOCD1	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte SERPINA3	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte VIM LHX2	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte cluster 2	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte cluster Astro1	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte cluster Astro2	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte cluster Astro3	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte cluster C1	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte cluster C11	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte cluster C12	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte cluster C6	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte cluster C8	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte precursor	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte subpopulation	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte subpopulation 1	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte subpopulation 2	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte subpopulation 6	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte-1	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte-2	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocyte-like cell	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	astrocytes	1	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	cerebellar astrocyte	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	differentiated astrocyte	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	gray matter astrocyte	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	homeostatic astrocyte subcluster Astro_s2	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	human induced astrocyte	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	optic nerve head astrocyte	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	pre-astrocyte	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000127	vasculature-coupled astrocyte	0	0	none	astrocyte	astrocytic glia	0
celltype	CL:0000128	OPALIN, FCHSD2, and LAMA2-expressing oligodendrocyte	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	Oligo1 oligodendrocyte	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	Oligo2 oligodendrocyte	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	Oligo5 oligodendrocyte	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	Oligo6 oligodendrocyte	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	early oligodendrocyte progenitor cell	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	immature oligodendrocyte	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	late oligodendrocyte progenitor cell	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	mature oligodendrocyte	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	mature oligodendrocyte subpopulation cluster 0	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	mature oligodendrocyte subpopulation cluster 1	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	mature oligodendrocyte subpopulation cluster 2	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	mature oligodendrocyte subpopulation cluster 3	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	mature oligodendrocyte subpopulation cluster 4	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	myelinating oligodendrocyte	1	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	newly formed oligodendrocyte	1	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte	1	1	canonical	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte Oligo_A	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte Oligo_B	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte Oligo_B-E	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte Oligo_C	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte Oligo_D	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte Oligo_E	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte Oligo_F	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte cluster 3	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte cluster 4	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte cluster 5	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte cluster C0	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte cluster C2	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte progenitor cell	1	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte subpopulation	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte subpopulation 1	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocyte-progenitor-like cell	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	oligodendrocytes	1	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	postmitotic oligodendrocyte	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	pre-oligodendrocyte progenitor cell	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000128	premyelinating oligodendrocyte	0	0	none	oligodendrocyte	OLs	0
celltype	CL:0000129	CD74-positive microglia	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	CD83-positive microglia	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	COVID-19-associated microglia	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	Human Microglia Clone 3 cell	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	disease-associated microglia	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	homeostatic microglia	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	human neurodegenerative disease-associated microglia	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	idiopathic Parkinson's disease microglia	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	intermediate disease-associated microglia subtype 1	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia	1	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia MKI67	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia cluster 0	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia cluster 1	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia cluster 2	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia cluster 3	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia cluster 4	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia cluster 5	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia cluster 6	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia subpopulation	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia subpopulation 0	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia subpopulation 1	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglia-derived tumor-associated macrophage	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	microglial cell	1	1	canonical	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	pre-active state microglia Micro1	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	pro-inflammatory microglia	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	resident microglia	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	resting or surveillant microglia	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	resting state microglia	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000129	vasculature-coupled microglia	0	0	none	microglial cell	brain-resident macrophage | hortega cells | microgliocyte	0
celltype	CL:0000132	corneal endothelial cell	1	1	canonical	corneal endothelial cell		0
celltype	CL:0000132	corneal endothelial cell cluster C6	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	fibroblastic corneal endothelial cell	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	fibrotic corneal endothelial cell	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	fibrotic corneal endothelial cell cluster C5	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	good quality corneal endothelial cell	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	highly proliferative corneal endothelial cell	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	low quality corneal endothelial cell	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	lower quality corneal endothelial cell entering senescence and endothelial-to-mesenchymal transition	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	proliferating corneal endothelial cell	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	proliferative corneal endothelial cell	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	senescent corneal endothelial cell	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	senescent corneal endothelial cell cluster C2	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	senescent corneal endothelial cell cluster C4	0	0	none	corneal endothelial cell		0
celltype	CL:0000132	therapy-grade corneal endothelial cell	0	0	none	corneal endothelial cell		0
celltype	CL:0000133	caudal presumptive neurectoderm cell	0	0	none	neurectodermal cell	neurectoderm cell	0
celltype	CL:0000133	forebrain/midbrain neurectoderm cell	0	0	none	neurectodermal cell	neurectoderm cell	0
celltype	CL:0000133	hindbrain neurectoderm cell	0	0	none	neurectodermal cell	neurectoderm cell	0
celltype	CL:0000134	CCL2-positive mesenchymal stem cell	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	MYH11-positive mesenchymal stem cell	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	THY1-positive mesenchymal stem cell	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	dental pulp mesenchymal stem cell	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	endometrial mesenchymal stem cell	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	induced mesenchymal stem cell	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	mesenchymal stem cell	1	1	canonical	mesenchymal stem cell		0
celltype	CL:0000134	mesenchymal stem cell 1	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	mesenchymal stem cell 2	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	mesenchymal stem cell Precursor	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	mesenchymal stem cell-like pericyte	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	osteogenically differentiated induced mesenchymal stem cell	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	periodontal mesenchymal stem cell	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	perivascular NOTCH3-positive mesenchymal stem cell	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	perivascular mesenchymal stem cell	0	0	none	mesenchymal stem cell		0
celltype	CL:0000134	synovial mesenchymal stem cell	0	0	none	mesenchymal stem cell		0
celltype	CL:0000136	adipocyte	1	1	canonical	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	adipocyte 1	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	adipocyte 2	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	adipocyte 3	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	adipocyte subpopulation hAd3	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	adipocyte subpopulation hAd4	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	adipocyte subpopulation hAd5	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	adipocyte subpopulation hAd6	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	angiogenic adipocyte	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	cardiac adipocyte	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	committed pre-adipocyte	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	extracellular matrix adipocyte	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	immune-related (adaptive) adipocyte	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	immune-related adipocyte	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	mito-ribosomal adipocyte	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	pre-adipocyte	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000136	pre-adipocyte 2	0	0	none	adipocyte	adipose cell | fat cell	0
celltype	CL:0000137	osteocyte	1	1	canonical	osteocyte		0
celltype	CL:0000138	Chondrocyte	1	1	canonical	chondrocyte	cartilage cell	0
celltype	CL:0000138	chondrocyte	1	1	canonical	chondrocyte	cartilage cell	0
celltype	CL:0000138	chondrocyte progenitor	0	0	none	chondrocyte	cartilage cell	0
celltype	CL:0000138	chondrocyte-like SERPINF1-high cell	0	0	none	chondrocyte	cartilage cell	0
celltype	CL:0000138	growth plate chondrocyte	0	0	none	chondrocyte	cartilage cell	0
celltype	CL:0000138	proliferating chondrocyte	0	0	none	chondrocyte	cartilage cell	0
celltype	CL:0000138	resting chondrocyte	0	0	none	chondrocyte	cartilage cell	0
celltype	CL:0000148	adult melanocyte	0	0	none	melanocyte		0
celltype	CL:0000148	ciliary body melanocyte	0	0	none	melanocyte		0
celltype	CL:0000148	conjunctival melanocyte	0	0	none	melanocyte		0
celltype	CL:0000148	fetal melanocyte	0	0	none	melanocyte		0
celltype	CL:0000148	iris melanocyte	0	0	none	melanocyte		0
celltype	CL:0000148	melanocyte	1	1	canonical	melanocyte		0
celltype	CL:0000148	melanocyte cluster C3	0	0	none	melanocyte		0
celltype	CL:0000148	melanocyte mel1	0	0	none	melanocyte		0
celltype	CL:0000148	melanocyte mel2	0	0	none	melanocyte		0
celltype	CL:0000148	melanocyte stem cell	0	0	none	melanocyte		0
celltype	CL:0000148	melanocyte-like cell	0	0	none	melanocyte		0
celltype	CL:0000148	non-volar cutaneous melanocyte	0	0	none	melanocyte		0
celltype	CL:0000148	non-volar cutaneous-like melanocyte	0	0	none	melanocyte		0
celltype	CL:0000148	volar-enriched melanocyte	0	0	none	melanocyte		0
celltype	CL:0000150	glandular epithelial cell	1	1	exact_synonym	glandular secretory epithelial cell	glandular epithelial cell	0
celltype	CL:0000150	senescent glandular epithelial cell	0	0	none	glandular secretory epithelial cell	glandular epithelial cell	0
celltype	CL:0000151	ACE2-positive TMPRSS2-positive secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	MUC6-positive secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	SCGB1A1-positive secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	SCGB3A2-positive secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	bronchiolar airway secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	common secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	conducting airway secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	early secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	fetal airway secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	glandular secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	goblet secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	pre-terminal bronchiole secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	secretory cell	1	1	canonical	secretory cell		0
celltype	CL:0000151	submucosal gland mucus secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	surface mucus secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	terminal airway-enriched secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	terminal and respiratory bronchiole secretory cell	0	0	none	secretory cell		0
celltype	CL:0000151	transient secretory cell	0	0	none	secretory cell		0
celltype	CL:0000152	exocrine cell	1	1	canonical	exocrine cell		0
celltype	CL:0000158	club cell	1	1	canonical	club cell	Clara cell	0
celltype	CL:0000158	goblet/club cell	0	0	none	club cell	Clara cell	0
celltype	CL:0000158	mature club cell	0	0	none	club cell	Clara cell	0
celltype	CL:0000158	tracheobronchial goblet/club cell	0	0	none	club cell	Clara cell	0
celltype	CL:0000160	BEST2 goblet cell	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	Secretory2 goblet cell	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	goblet 1 cell	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	goblet 2 cell	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	goblet cell	1	1	canonical	goblet cell	chalice cell	0
celltype	CL:0000160	goblet cell and goblet cell precursor	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	goblet cell subcluster GC1	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	goblet cell subcluster GC2	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	goblet-like cancer cell	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	immature goblet cell	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	infection-associated goblet cell	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	lower-crypt goblet cell	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	nasal goblet cell	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	secretory goblet cell	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000160	secretory goblet cluster 7 cell	0	0	none	goblet cell	chalice cell	0
celltype	CL:0000162	parietal cell	1	1	canonical	parietal cell	gastric parietal cell | oxyntic cell	0
celltype	CL:0000163	endocrine cell	1	1	canonical	endocrine cell	endocrinocyte	0
celltype	CL:0000163	non-alpha endocrine cell	0	0	none	endocrine cell	endocrinocyte	0
celltype	CL:0000164	enteroendocrine cell	1	1	canonical	enteroendocrine cell		0
celltype	CL:0000164	enteroendocrine cell progenitor	0	0	none	enteroendocrine cell		0
celltype	CL:0000164	immature enteroendocrine cell	0	0	none	enteroendocrine cell		0
celltype	CL:0000164	mature enteroendocrine cell	0	0	none	enteroendocrine cell		0
celltype	CL:0000165	neuroendocrine cell	1	1	canonical	neuroendocrine cell		0
celltype	CL:0000166	chromaffin cell	1	1	canonical	chromaffin cell	phaeochromocyte	0
celltype	CL:0000166	late chromaffin cell	0	0	none	chromaffin cell	phaeochromocyte	0
celltype	CL:0000166	mature chromaffin cell	0	0	none	chromaffin cell	phaeochromocyte	0
celltype	CL:0000168	CD9-negative ST8SIA1-positive beta cell	0	0	none	insulin secreting cell		0
celltype	CL:0000168	MAFA and MAFB coexpressing beta cell	0	0	none	insulin secreting cell		0
celltype	CL:0000168	beta cell	1	0	none	insulin secreting cell		0
celltype	CL:0000168	hormone-sensing beta cell	0	0	none	insulin secreting cell		0
celltype	CL:0000168	mature beta cell	0	0	none	insulin secreting cell		0
celltype	CL:0000168	pancreatic islet beta cell	0	0	none	insulin secreting cell		0
celltype	CL:0000168	stem cell-derived beta cell	0	0	none	insulin secreting cell		0
celltype	CL:0000169	Interferon Alpha/Beta Response cell	0	0	none	type B pancreatic cell	B-cell of pancreatic islet | beta cell of pancreatic islet | insulin-secreting cell | pancreatic B cell | pancreatic B-cell | pancreatic beta cell | pancreatic islet core | type B enteroendocrine cell	0
celltype	CL:0000169	pancreatic beta cell	1	1	exact_synonym	type B pancreatic cell	B-cell of pancreatic islet | beta cell of pancreatic islet | insulin-secreting cell | pancreatic B cell | pancreatic B-cell | pancreatic beta cell | pancreatic islet core | type B enteroendocrine cell	0
celltype	CL:0000171	ARX and MAFB coexpressing alpha cell	0	0	none	pancreatic A cell	alpha cell of islet of Langerhans | pancreatic alpha cell	0
celltype	CL:0000171	alpha cell	1	0	none	pancreatic A cell	alpha cell of islet of Langerhans | pancreatic alpha cell	0
celltype	CL:0000171	alpha cell expressing neither ARX nor MAFB	0	0	none	pancreatic A cell	alpha cell of islet of Langerhans | pancreatic alpha cell	0
celltype	CL:0000171	basal-alpha cell	0	0	none	pancreatic A cell	alpha cell of islet of Langerhans | pancreatic alpha cell	0
celltype	CL:0000171	basal/myoepithelial alpha cell	0	0	none	pancreatic A cell	alpha cell of islet of Langerhans | pancreatic alpha cell	0
celltype	CL:0000171	hormone-sensing alpha subtype	0	0	none	pancreatic A cell	alpha cell of islet of Langerhans | pancreatic alpha cell	0
celltype	CL:0000171	immature alpha cell	0	0	none	pancreatic A cell	alpha cell of islet of Langerhans | pancreatic alpha cell	0
celltype	CL:0000171	luminal hormone sensing hormone sensing alpha cell	0	0	none	pancreatic A cell	alpha cell of islet of Langerhans | pancreatic alpha cell	0
celltype	CL:0000171	pancreatic alpha cell	1	1	exact_synonym	pancreatic A cell	alpha cell of islet of Langerhans | pancreatic alpha cell	0
celltype	CL:0000171	pancreatic islet alpha/gamma cell	0	0	none	pancreatic A cell	alpha cell of islet of Langerhans | pancreatic alpha cell	0
celltype	CL:0000171	platelet-derived growth factor receptor alpha cell	0	0	none	pancreatic A cell	alpha cell of islet of Langerhans | pancreatic alpha cell	0
celltype	CL:0000173	delta cell	1	0	none	pancreatic D cell	D-cell of pancreatic islet | delta cell of islet | delta cell of pancreatic islet | pancreatic D-cell | pancreatic delta cell | somatostatin-secreting pancreatic cell	0
celltype	CL:0000173	pancreatic delta cell	1	1	exact_synonym	pancreatic D cell	D-cell of pancreatic islet | delta cell of islet | delta cell of pancreatic islet | pancreatic D-cell | pancreatic delta cell | somatostatin-secreting pancreatic cell	0
celltype	CL:0000173	pancreatic islet delta cell	0	0	none	pancreatic D cell	D-cell of pancreatic islet | delta cell of islet | delta cell of pancreatic islet | pancreatic D-cell | pancreatic delta cell | somatostatin-secreting pancreatic cell	0
celltype	CL:0000178	Leydig cell	1	1	canonical	Leydig cell	interstitial cell of Leydig	0
celltype	CL:0000178	immature Leydig cell	1	0	none	Leydig cell	interstitial cell of Leydig	0
celltype	CL:0000182	central venous hepatocyte-like cell	0	0	none	hepatocyte		0
celltype	CL:0000182	fibrotic hepatocyte 1	0	0	none	hepatocyte		0
celltype	CL:0000182	fibrotic hepatocyte 2	0	0	none	hepatocyte		0
celltype	CL:0000182	fibrotic hepatocyte cluster 2	0	0	none	hepatocyte		0
celltype	CL:0000182	foetal hepatocyte	0	0	none	hepatocyte		0
celltype	CL:0000182	hepatocyte	1	1	canonical	hepatocyte		0
celltype	CL:0000182	hepatocyte cluster 4	0	0	none	hepatocyte		0
celltype	CL:0000182	hepatocyte-biased population	0	0	none	hepatocyte		0
celltype	CL:0000182	hepatocyte-like cell	0	0	none	hepatocyte		0
