mode	name_match	marker_overlap	reviewed_result	review_confidence	review_class	classification_note	pairwise_assessment	followup_flag	jaccard	paper_1	paper_title_1	cell_type_1	markers_1	shared_markers	unique_markers_1	context_summary_1	context_snippet_1	manuscript_1	evidence_line_1	paper_2	paper_title_2	cell_type_2	markers_2	unique_markers_2	context_summary_2	context_snippet_2	manuscript_2	evidence_line_2	interpretation_note_1	interpretation_note_2	interpretation_note_3	labels	pair_id
Different labels, exact marker match (J=1)	Different labels	Exact marker match (J=1)	Context distinction	medium	closeMatch	Labels are close but context or granularity prevents exact equivalence. Likely same broad mesenchymal/SMC program, different granularity descriptive contractile SMC label versus study-specific mesenchymal cluster name	Contractile SMCs and Mes3 both point to a contractile mesenchymal/smooth muscle program marked by ACTA2/TAGLN/MYL9. The difference is a descriptive cell-state label versus a study-specific mesenchymal cluster label.		1.0	biorxiv:98d19bc0-7b12-1014-9641-857e081ce400	Mechanical stretch regulates inflammatory signaling in human smooth muscle cells	CONTRACTILE SMCS	MYL9; ACTA2; TAGLN	MYL9; ACTA2; TAGLN		smooth muscle mechanical-stretch study	SMCs of the small C6 showed the highest expression of contractile genes (e.g., ACTA2, TAGLN, MYL9), suggesting that this cluster represents the population more closely related to mature vascular SMCs found in healthy aorta.	data/biorxiv/meca/98d19bc0-7b12-1014-9641-857e081ce400/manuscript.md	167	hca:0284_10.1002_hep4.1854_fe09f5fe1e	Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity	MES3	MYL9; ACTA2; TAGLN		liver mesenchymal heterogeneity atlas	Mes3 nuclei also express ACTA2 , MYL9 and TAGLN , but not collagen or matrix remodelers or quiescent HSC genes.	data/hca/manuscripts/0284_10.1002_hep4.1854_fe09f5fe1e/manuscript.md	66	descriptive contractile SMC label versus study-specific mesenchymal cluster name	ACTA2/TAGLN/MYL9 mark contractility; naming difference likely reflects cluster naming and tissue context.	smooth muscle mechanical-stretch study versus liver mesenchymal heterogeneity atlas	CONTRACTILE SMCS vs MES3	P27
Different labels, exact marker match (J=1)	Different labels	Exact marker match (J=1)	Context distinction	medium	closeMatch	Labels are close but context or granularity prevents exact equivalence. Closely related developmental progenitor labels basal radial glia terminology versus outer radial glia terminology	Basal radial glia and outer radial glia are closely related progenitor labels anchored by TNC/FAM107A/HOPX. This is mostly nomenclature across developmental neurobiology contexts.		1.0	hca:0107_10.1101_2022.10.24.513487_4d505f4f68	Comprehensive cell atlas of the first-trimester developing human brain	BASAL RADIAL GLIA	TNC; FAM107A; HOPX	TNC; FAM107A; HOPX		first-trimester brain atlas	We noted that some of these conserved genes were previously defined as basal radial glia markers including TNC, HOPX and FAM107A (30).	data/hca/manuscripts/0107_10.1101_2022.10.24.513487_4d505f4f68/manuscript.md	80	hca:0352_10.1038_nature25980_27cde67bed	A single-cell RNA-seq survey of the developmental landscape of the human prefrontal cortex.	OUTER RADIAL GLIA	TNC; FAM107A; HOPX		developmental prefrontal cortex survey	HOPX , FAM107A and TNC , which have been identified as markers of outer radial glia (oRG) 17 , 18 , were expressed in clusters 7, 8 and 9, while EOMES was expressed in clusters 3, 4 and 5, which suggests that the NPCs in these clusters were intermediate progenitor cells (IPCs) ( Extended Data Fig. 6b ).	data/hca/manuscripts/0352_10.1038_nature25980_27cde67bed/manuscript.md	61	basal radial glia terminology versus outer radial glia terminology	TNC/FAM107A/HOPX are shared radial-glia markers; naming reflects developmental neurobiology convention.	first-trimester brain atlas versus developmental prefrontal cortex survey	BASAL RADIAL GLIA vs OUTER RADIAL GLIA	P28
Different labels, exact marker match (J=1)	Different labels	Exact marker match (J=1)	Context distinction	medium	broadMatch	Paper 2 label is broader than Paper 1 label. Grouped central-memory/naive resting state specific central-memory label versus combined naive-or-TCM annotation	Central memory T cell maps to a broader naive-or-TCM label using CCR7/SELL/TCF7. This is a granularity difference in resting CD4 T-cell states.		1.0	hca:0123_10.1371_journal.pone.0267704_5a8157f0f3	Detection of infiltrating fibroblasts by single-cell transcriptomics in human kidney allografts.	CENTRAL MEMORY T CELL	TCF7; CCR7; SELL	TCF7; CCR7; SELL		AK2/fibroblast-infiltration context	We also identified a minor population of central memory T cells in AK2 characterized by expression of CCR7 , SELL , and TCF7 .	data/hca/manuscripts/0123_10.1371_journal.pone.0267704_5a8157f0f3/manuscript.md	101	hca:0426_10.1038_s41467-019-12464-3_0f8440336d	Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease	NAIVE OR TCM CELL	TCF7; CCR7; SELL		human T-cell tissue/activation-state atlas	CD4 + T cells comprised 6–7 clusters: resting cells expressing CCR7 , SELL and TCF7 , (corresponding to naive or TCM cells); three activation-associated clusters expressing IL2 , TNF , and IL4R at different levels; TRM-like resting and activated clusters expressing canonical TRM markers CXCR6 and ITGA1 13 , 33 ; and a distinct regulatory T cell (Treg) cluste...	data/hca/manuscripts/0426_10.1038_s41467-019-12464-3_0f8440336d/manuscript.md	16	specific central-memory label versus combined naive-or-TCM annotation	CCR7/SELL/TCF7 define resting naive/central-memory T-cell axis.	AK2/fibroblast-infiltration context versus human T-cell tissue/activation-state atlas	CENTRAL MEMORY T CELL vs NAIVE OR TCM CELL	P29
Different labels, exact marker match (J=1)	Different labels	Exact marker match (J=1)	Context distinction	medium	closeMatch	Labels are close but context or granularity prevents exact equivalence. Likely same epidermal/keratinocyte identity cluster shorthand versus broad tissue lineage label	KERA A and epidermis both map to keratinocyte/epidermal identity through KRT1/KRT10/KRT14. This is mainly nomenclature or cluster naming rather than a deep state difference.		1.0	hca:0158_10.2337_db21-0830_d021248f76	Endothelial Phospholipase Cγ2 Improves Outcomes of Diabetic Ischemic Limb Rescue Following VEGF Therapy	KERA A	KRT1; KRT10; KRT14	KRT1; KRT10; KRT14		ischemic limb repair/diabetes study	These include CDH5 , VWF , and PECAM1 for endothelial cells; CD3D , CD2 , and PTPRC for T cells; APOE , CXCL12 , and APOD for fibro 1; COL1A1 , COL2A2 , and MMP2 for fibro 2; TAGLN , ACTA2 , and TPM2 for smooth muscle cells (SMCs); NKG7 , GNLY , and CCL4 for natural killer (NK) cells; KRT14, KRT1, and KRT10 for kera A; LYZ , CXCL8 , and IL1B for myeloid cell...	data/hca/manuscripts/0158_10.2337_db21-0830_d021248f76/manuscript.md	146	hca:0307_10.1038_s41419-021-03724-6_32b837a8da	Single cell transcriptional zonation of human psoriasis skin identifies an alternative immunoregulatory axis conducted by skin resident cells.	EPIDERMIS	KRT1; KRT10; KRT14		psoriasis skin atlas	After comparing well known markers with the most representative expressed gene markers of each cluster, five main clusters were defined as follows: endothelial (End/Endo), majorly expressing CDH5, PECAM1, CD34; epidermis (EpD), majorly expressing KRT10, KRT14, KRT1; immune (IM), majorly expressing PTPRC (CD45), ITGAM, CD3E; mesenchymal (Mes), majorly express...	data/hca/manuscripts/0307_10.1038_s41419-021-03724-6_32b837a8da/manuscript.md	16	cluster shorthand versus broad tissue lineage label	KRT1/KRT10/KRT14 support epidermal/keratinocyte identity.	ischemic limb repair/diabetes study versus psoriasis skin atlas	KERA A vs EPIDERMIS	P30
Different labels, exact marker match (J=1)	Different labels	Exact marker match (J=1)	Context distinction	medium	broadMatch	Paper 2 label is broader than Paper 1 label. Likely same broad mural/pericyte compartment abbreviation/cluster label versus broad vascular mural label	PC is explicitly pericyte in the source context and vascular mural cell is a broader mural label; both use NOTCH3/PDGFRB/RGS5.		1.0	hca:0274_10.1016_j.isci.2021.103592_3ec037cca1	Salivary ZG16B expression loss follows exocrine gland dysfunction related to oral chronic graft-versus-host disease.	PC	NOTCH3; PDGFRB; RGS5	NOTCH3; PDGFRB; RGS5		salivary gland dysfunction study	Stromal populations were either defined as pericytes (PC; C14), expressing RGS5 , NOTCH3 , and PDGFRB ; SMCs (C15), as identified by expression of ACTA2 , MYH1 , and MYL9 ; and fibroblasts (C1 and C10), expressing DCN , COL1A1 , and FBLN1 .	data/hca/manuscripts/0274_10.1016_j.isci.2021.103592_3ec037cca1/manuscript.md	61	hca:0293_10.1172_jci.insight.150861_5764a5bfad	Key molecular alterations in endothelial cells in human glioblastoma uncovered through single-cell RNA sequencing.	VASCULAR MURAL CELL	NOTCH3; PDGFRB; RGS5		glioblastoma endothelial-cell study	In addition to ECs ( CLDN5 , VWF , CD34 ) and due to the lack of CD45 – selection, other clusters including macrophage ( APOC1 , CD163 , F13A1 ), microglia ( CX3CR1 , P2RY12 , P2RY13 ), neutrophils ( IL1R2 , CXCR2 , FPR2 ), T cells ( CD3D , CD3E , GZMK ), B cells ( IGHG1 , IGHG3 , CD79A ), DCs ( HLA-DQA1 , HLA-DPB1 ), glia/neuronal cells ( FABP7 , PTPRZ1 ), ...	data/hca/manuscripts/0293_10.1172_jci.insight.150861_5764a5bfad/manuscript.md	16	abbreviation/cluster label versus broad vascular mural label	NOTCH3/PDGFRB/RGS5 identify pericyte/mural cells.	salivary gland dysfunction study versus glioblastoma endothelial-cell study	PC vs VASCULAR MURAL CELL	P31
Different labels, exact marker match (J=1)	Different labels	Exact marker match (J=1)	Unresolved	high_but_flag_extraction	unresolved	Relationship is unresolved or flagged for manual follow-up. Related state program, not safe as same cell type lineage/subset label versus marker-defined cytotoxic CD8 state	MAIT is a lineage/subset label and CD8-GZMK is a marker-defined CD8 T-cell state; the shared markers are a granzyme cytotoxicity program. Flag for review because the MAIT source sentence says the cells expressed cytotoxic molecules except GZMB and GZMH, yet those genes are included in the extracted marker set.	extraction caveat on GZMB/GZMH	1.0	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	NKG7 is a stable marker of cytotoxicity across immune contexts and within the tumor microenvironment	MAIT	GZMH; GZMB; GZMK; GZMA; GZMM	GZMH; GZMB; GZMK; GZMA; GZMM		immune cytotoxicity atlas	Meanwhile, MAIT cells expressed high levels of expression of all cytotoxic molecules except GZMB and GZMH.	data/biorxiv/meca/315fa881-726d-1014-9d3d-bbe9b5731a1d/manuscript.md	52	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	Single-cell atlas of bronchoalveolar lavage from preschool cystic fibrosis reveals new cell phenotypes	CD8-GZMK	GZMH; GZMB; GZMK; GZMA; GZMM		cystic-fibrosis bronchoalveolar lavage	Both CD8 Trm and CD8-GZMK subtypes expressed genes encoding for cytotoxic proteases GZMA, GZMB, GZMH, GZMM however CD8-GZMK was the only CD8 subtype to express GZMK.	data/hca/manuscripts/0378_10.1101_2022.06.17.496207_92cb140ff3/manuscript.md	159	lineage/subset label versus marker-defined cytotoxic CD8 state	Granzyme markers define a shared cytotoxic program; extraction should be checked because the MAIT text negates two extracted genes.	immune cytotoxicity atlas versus cystic-fibrosis bronchoalveolar lavage; extraction caveat on GZMB/GZMH	MAIT vs CD8-GZMK	P32
Different labels, exact marker match (J=1)	Different labels	Exact marker match (J=1)	Unresolved	high_but_flag_manual_followup	unresolved	Relationship is unresolved or flagged for manual follow-up. Unclear; possible artifact or unusual cross-lineage biology epithelial luminal label versus keratin-positive macrophage label	LumHR epithelial cells and KRTs+ macrophages share keratin genes. This is biologically interesting but potentially confounded by epithelial RNA, phagocytosis, doublets, or keratin-positive macrophage annotation; it requires manual follow-up before using as a biological claim.	review before manuscript use	1.0	biorxiv:824fd1db-6db8-1014-aa73-9a84848dcec3	Single-Cell RNA and ATAC Sequencing Reveal Cellular Heterogeneity and Chromatin Accessibility Dynamics in Young Chinese Breast Cancer Patients across Pre- and Post-Neoadjuvant Therapy	LUMHR	KRT18; KRT8; KRT19	KRT18; KRT8; KRT19		breast epithelial scRNA/scATAC study	We re-clustered 38,680 epithelial cells in scRNA-seq data and 29,719 epithelial cells in scATAC-seq data, and then annotated major lineages: a basal lineage (marked by KRT5, KRT14, and ACTA2), a hormone receptor–associated luminal lineage (LumHR, marked by KRT8, KRT18, and KRT19), and a secretory luminal lineage (LumSec, expressing KRT15 and SCGB2A2) (Fig. 2...	data/biorxiv/meca/824fd1db-6db8-1014-aa73-9a84848dcec3/manuscript.md	55	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	Spatial and Single-Cell Transcriptomics Decipher the Crosstalk Environment of DEFB1+ Cancer Cells and IFI30+ Macrophages in Intrahepatic Cholangiocarcinoma	KRTS+ MACROPHAGE	KRT18; KRT8; KRT19		gastric cancer spatial/single-cell study	Within KRTs+ macrophages, keratin-encoding genes (KRT8, KRT18, and KRT19) are significantly expressed (Supplementary Figure 8A).	data/biorxiv/meca/d2042444-7138-1014-94ac-a1f590fd3173/manuscript.md	79	epithelial luminal label versus keratin-positive macrophage label	KRT8/KRT18/KRT19 are epithelial keratins; macrophage label requires follow-up for doublets, phagocytosis, ambient RNA, or real keratin-positive macrophage state.	breast epithelial scRNA/scATAC study versus gastric cancer spatial/single-cell study	LUMHR vs KRTS+ MACROPHAGE	P33
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Same name supported	high	same_entity_reporting_detail		Same mast-cell identity with one paper reporting an extra canonical mast-cell marker.		0.75	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	Deciphering Tumor Microenvironment Dynamics in Tumorigenesis and Lymph Node Metastasis of Esophageal Squamous Cell Carcinoma using Single-cell RNA Sequencing	MAST CELL	KIT; TPSAB1; TPSB2	KIT; TPSAB1; TPSB2			We next profiled the myeloid landscape and identified nine transcriptionally distinct subsets among 35,236 cells, including monocytes (VCAN, APOBEC3A), TREM2low (APOE, C1QA, C1QC) and TREM2high macrophages (TREM2, APOE, C1QA), STRAD13⁺ macrophages (STARD13, CD163, MRC1), conventional dendritic cells (cDCs) (CD86, CD1C, CLEC10), CCR7⁺ DCs (CD86, CCR7), plasmacytoid DCs (pDCs) (PTCRA, CLEC4C), neutrophils (FCGR3B, S100A8), and mast cells (TPSAB1, TPSB2) (Figure 5a). Annotation was supported by the expression of canonical markers such as CD3E, IL7R for T cells, MS4A1, CD79A for B cells, IGHG4, JCHAIN for plasma cells, LYZ, CD68 for myeloid cells, TPSAB1, KIT for mast cells, EPCAM, KRT18 for epithelial cells, VWF, PECAM1 for endothelial cells, DCN, COL1A1 for fibroblasts, and MYL9, MYH11 for smooth muscle cells (Figure 1c and Figure S2).	data/biorxiv/meca/03092aac-75a4-1014-b9cc-d44d468fbd97/manuscript.md		hca:0410_10.3389_fcell.2021.820274_b0973e038f	Single-Cell Sequencing Unveils the Heterogeneity of Nonimmune Cells in Chronic Apical Periodontitis	MAST CELL	CPA3; KIT; TPSAB1; TPSB2	CPA3		We selected the marker genes from the published literature to identify the four types of immune cells, such as CD79A and CD27 for B cells ( Mason et al., 1995 ; Agematsu et al., 2000 ), TRAC, NKG7, and CD3D for T cells ( Ng et al., 2020 ; Stadtmauer et al., 2020 ; Wang Z. et al., 2021 ), CD14 and CD68 for monocytes ( Wright et al., 1990 ; Iqbal et al., 2014 ), and TPSB2, TPSAB1 and CPA3 for mast cells ( Alnaeeli et al., 2006 ; Merluzzi et al., 2015 ; Finlin et al., 2017 ; Wilcock et al., 2019 ). In immune cells, CD3, CD19, CD14, and CD117 were respectively marked for T cells, B cells, monocytes, and mast cells ( Figure 2 ).	data/hca/manuscripts/0410_10.3389_fcell.2021.820274_b0973e038f/manuscript.md		Shared mast-cell program anchored by KIT, TPSAB1, and TPSB2.	Paper 2 adds CPA3, another canonical mast-cell granule marker.	Both snippets define mast cells using standard mast-cell genes; CPA3 reflects a more complete canonical marker set.	MAST CELL	P34
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Same name supported	high	same_entity_reporting_detail		Same T-cell identity with one paper reporting an extra canonical T-cell signaling marker.		0.75	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1	Single-cell atlas of tumor clonal evolution in liver cancer	T CELL	CD3D; CD3E; CD3G	CD3D; CD3E; CD3G			To ensure a pure population of T cells, we calculated the proportion of T cells expressing CD3D, CD3E, or CD3G in each cluster generated from a graph-based clustering algorithm with default parameter settings (Waltman and Van Eck, 2013).	data/biorxiv/meca/1fa7b83f-6da7-1014-a69d-d257852e8dd1/manuscript.md		hca:0418_10.1038_s42003-020-0922-4_8904851286	Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming	T CELL	CD3D; LCK; CD3E; CD3G	LCK		Gene expression signatures used for the definition of cell populations were: ACTA2 , RGS5 and PDGFRB (pericytes, clusters #8 and #10) 59 ; KRT5 , KRT14 , TP63 , ITGB1 , and ITGA6 (epidermal stem cells and other undifferentiated progenitors, clusters #7 and #15); KRT1 , KRT10 , SBSN , and KRTDAP (differentiated keratinocytes, cluster #5); PDGFRA , LUM , DCN , VIM , and COL1A2 (fibroblasts, clusters #1, #2, #3 and #9); AIF1 , LYZ , HLA-DRA , CD68 , and ITGAX (macrophages and dendritic cells (DC), clusters #0, #13 and #16) 60 ; CD3D , CD3G , CD3E , and LCK (T cells, cluster #6) 61 ; SELE , CLDN5 , VWF , and CDH5 (vascular endothelial cells, cluster #4) 62 ; PROX1 , CLDN5 , and LYVE1 (lymphatic endothelial cells, cluster #12) 63 ; HBA1 , HBA2 , and HBB (erythrocytes, cluster #11) 64 and PMEL , MLANA , TYRP1 , and DCT (melanocytes, cluster #14) 65 .	data/hca/manuscripts/0418_10.1038_s42003-020-0922-4_8904851286/manuscript.md		Shared pan-T-cell program anchored by CD3D, CD3E, and CD3G.	Paper 2 adds LCK, a standard T-cell signaling gene.	Both snippets use these genes to define broad T cells; the difference is marker-list completeness.	T CELL	P35
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Same name supported	high	same_entity_reporting_detail		Same B-cell identity with one paper reporting an extra canonical B-cell surface marker.		0.75	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	Celda: A Bayesian model to perform bi-clustering of genes into modules and cells into subpopulations using single-cell RNA-seq data	B CELL	CD79B; CD79A; MS4A1; CD19	CD79B; CD79A; MS4A1	CD19		Given that B lymphocyte antigen receptor genes CD79A, CD79B, and B lymphocyte cell surface antigens MS4A1, CD19 are grouped in module 10, we can infer that the cells in cell cluster 2, 3, and 4 are B cells (Figure 3b).	data/biorxiv/meca/307b2bd7-6cb9-1014-a6b4-a58a7220bba3/manuscript.md		hca:0100_10.1038_s41467-021-22804-x_e7667133b9	Co-evolution of tumor and immune cells during progression of multiple myeloma	B CELL	CD79B; CD79A; MS4A1			The marker genes used were CD79A , CD79B , MS4A1 (B cells); CD8A , CD8B , CD7 , CD3E (CD8+ T cells); CD4 , IL7R , CD7 , CD3E (CD4+ T cells); NKG7 , GNLY (NK cells); MZB1 , SDC1 , IGHG1 (Plasma cells); FCGR3A (Macrophages); CD14 , LYZ (Monocytes); FCER1A , CLEC10A (Dendritic cells); and AHSP1 , HBA , HBB (Erythrocytes).	data/hca/manuscripts/0100_10.1038_s41467-021-22804-x_e7667133b9/manuscript.md		Shared canonical B-cell program anchored by CD20/MS4A1, CD79A, and CD79B.	Paper 1 additionally reports CD19, another standard B-cell surface marker.	Both snippets use these genes to define broad B cells; the mismatch is marker-list completeness, not biology.	B CELL	P36
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Same name supported	high	same_entity_reporting_detail		Same B-cell identity with one paper reporting an extra canonical B-cell surface marker.		0.75	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	Celda: A Bayesian model to perform bi-clustering of genes into modules and cells into subpopulations using single-cell RNA-seq data	B CELL	CD79B; CD79A; MS4A1; CD19	CD79B; CD79A; MS4A1	CD19		Given that B lymphocyte antigen receptor genes CD79A, CD79B, and B lymphocyte cell surface antigens MS4A1, CD19 are grouped in module 10, we can infer that the cells in cell cluster 2, 3, and 4 are B cells (Figure 3b).	data/biorxiv/meca/307b2bd7-6cb9-1014-a6b4-a58a7220bba3/manuscript.md		hca:0184_10.1016_j.cell.2021.07.023_f621bea088	Impaired local intrinsic immunity to SARS-CoV-2 infection in severe COVID-19	B CELL	CD79B; CD79A; MS4A1			Among lymphoid cells, we recovered T cells ( CD3E, CD2, TRBC2 ) and B cells ( MS4A1, CD79A, CD79B ).	data/hca/manuscripts/0184_10.1016_j.cell.2021.07.023_f621bea088/manuscript.md		Shared canonical B-cell program anchored by CD20/MS4A1, CD79A, and CD79B.	Paper 1 additionally reports CD19, another standard B-cell surface marker.	Both snippets use these genes to define broad B cells; the mismatch is marker-list completeness, not biology.	B CELL	P37
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Same name supported	high	same_entity_reporting_detail		Same stem-cell identity with one paper reporting a more complete canonical marker set.		0.8	biorxiv:8bff4e38-6c13-1014-bcce-e068e3eafd28	Systemic Lupus Erythematosus Serum Stimulation of Human Intestinal Organoids Induces Changes in Goblet Cell Differentiation and Mitochondrial Fitness	STEM CELL	OLFM4; SMOC2; LGR5; RGMB	OLFM4; SMOC2; LGR5; RGMB			We identified two distinct clusters of stem cells (SC1 and SC2) marked by the expression of classical stem cell markers LGR5, OLFM4, RGMB, and SMOC2 (Fig. 6A, B).	data/biorxiv/meca/8bff4e38-6c13-1014-bcce-e068e3eafd28/manuscript.md		hca:0090_10.1038_s41586-021-03852-1_eec89a5e36	Cells of the human intestinal tract mapped across space and time	STEM CELL	OLFM4; SMOC2; LGR5; RGMB; ASCL2	ASCL2		( EPCAM -positive) shared between fetal, paediatric and adult datasets were stem cells ( LGR5 , ASCL2 , SMOC2 , RGMB , OLFM4 ), Paneth ( DEFA5 , DEFA6 , REG3A ), transit-amplifying (TA; MKI67 , TOP2A , PCNA ), goblet cells ( CLCA1 , SPDEF , FCGBP , ZG16 , MUC2 ), BEST4 enterocytes ( BEST4 , OTOP2 , CA7 ), enterocytes ( RBP2 , ANPEP , FABP2 ) and colonocytes ( CA2 , SLC26A2 , FABP1 ), enteroendocrine cells ( CHGA , CHGB , NEUROD1 ), Microfold cells ( SPIB , CCL20 , GP2 ), Tuft cells ( POU2F3 , LRMP (also known as IRAG2 ), TRPM5 ), BEST2 goblet cells were observed in adult colonic samples (Extended Data Fig. 5 ).	data/hca/manuscripts/0090_10.1038_s41586-021-03852-1_eec89a5e36/manuscript.md		Shared intestinal stem-cell program anchored by LGR5, OLFM4, RGMB, and SMOC2.	Paper 2 adds ASCL2, a canonical intestinal stem-cell marker.	Both snippets describe intestinal stem cells directly; ASCL2 extends the marker list rather than changing the cell-type meaning.	STEM CELL	P38
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Same name supported	high	same_entity_reporting_detail		Same stem-cell identity with one paper reporting a more complete canonical marker set.		0.8	biorxiv:8bff4e38-6c13-1014-bcce-e068e3eafd28	Systemic Lupus Erythematosus Serum Stimulation of Human Intestinal Organoids Induces Changes in Goblet Cell Differentiation and Mitochondrial Fitness	STEM CELL	OLFM4; SMOC2; LGR5; RGMB	OLFM4; SMOC2; LGR5; RGMB			We identified two distinct clusters of stem cells (SC1 and SC2) marked by the expression of classical stem cell markers LGR5, OLFM4, RGMB, and SMOC2 (Fig. 6A, B).	data/biorxiv/meca/8bff4e38-6c13-1014-bcce-e068e3eafd28/manuscript.md		hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	The landscape of immune dysregulation in Crohn’s Disease revealed through single-cell transcriptomic profiling in the ileum and colon - PMC	STEM CELL	OLFM4; SMOC2; LGR5; RGMB; ASCL2	ASCL2		Briefly, Epithelial cells were clustered into Enterocytes ( RBP2 , ANPEP , FABP2 ), Stem cells ( LGR5 , ASCL2 , SMOC2 , RGMB , OLFM4 ), Goblets ( CLCA1 , SPDEF , FCGBP , ZG16 , MUC2 ), Paneth cells ( DEFA5 , DEFA6 , REG3A ), Tuft cells ( LRMP, SH2D 6), Enteroendocrine cells ( CHGA, CHGB, NEUROD1 ) and Cycling cells ( UBE2C, TOP2A, MKI67, HMGB2 ).	data/hca/manuscripts/0481_10.1016_j.immuni.2023.01.002_2da3d3f446/manuscript.md		Shared intestinal stem-cell program anchored by LGR5, OLFM4, RGMB, and SMOC2.	Paper 2 adds ASCL2, a canonical intestinal stem-cell marker.	Both snippets describe intestinal stem cells directly; ASCL2 extends the marker list rather than changing the cell-type meaning.	STEM CELL	P39
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Same name supported	high	same_entity_reporting_detail		Same T-cell identity with one paper reporting an extra canonical T-cell signaling marker.		0.75	biorxiv:8e460cfc-7020-1014-9694-e5bf39316223	Human Immune Cell Epigenomic Signatures in Response to Infectious Diseases and Chemical Exposures	T CELL	CD3D; CD3E; CD3G	CD3D; CD3E; CD3G			Genome browser view of DNA methylation levels at T cell marker genes CD3D, CD3E, and CD3G, which are hypomethylated in the T cell lineage and hypermethylated in other cell types.	data/biorxiv/meca/8e460cfc-7020-1014-9694-e5bf39316223/manuscript.md		hca:0418_10.1038_s42003-020-0922-4_8904851286	Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming	T CELL	CD3D; LCK; CD3E; CD3G	LCK		Gene expression signatures used for the definition of cell populations were: ACTA2 , RGS5 and PDGFRB (pericytes, clusters #8 and #10) 59 ; KRT5 , KRT14 , TP63 , ITGB1 , and ITGA6 (epidermal stem cells and other undifferentiated progenitors, clusters #7 and #15); KRT1 , KRT10 , SBSN , and KRTDAP (differentiated keratinocytes, cluster #5); PDGFRA , LUM , DCN , VIM , and COL1A2 (fibroblasts, clusters #1, #2, #3 and #9); AIF1 , LYZ , HLA-DRA , CD68 , and ITGAX (macrophages and dendritic cells (DC), clusters #0, #13 and #16) 60 ; CD3D , CD3G , CD3E , and LCK (T cells, cluster #6) 61 ; SELE , CLDN5 , VWF , and CDH5 (vascular endothelial cells, cluster #4) 62 ; PROX1 , CLDN5 , and LYVE1 (lymphatic endothelial cells, cluster #12) 63 ; HBA1 , HBA2 , and HBB (erythrocytes, cluster #11) 64 and PMEL , MLANA , TYRP1 , and DCT (melanocytes, cluster #14) 65 .	data/hca/manuscripts/0418_10.1038_s42003-020-0922-4_8904851286/manuscript.md		Shared pan-T-cell program anchored by CD3D, CD3E, and CD3G.	Paper 2 adds LCK, a standard T-cell signaling gene.	Both snippets use these genes to define broad T cells; the difference is marker-list completeness.	T CELL	P40
