comparison	jaccard
Local: different names in same paper	0.0
Local: different names in same paper	0.1
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.05555555555555555
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.125
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.1111111111111111
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.14285714285714285
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.09090909090909091
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.3333333333333333
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.625
Local: different names in same paper	0.47058823529411764
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.5
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.14285714285714285
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.2727272727272727
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.8888888888888888
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.5
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.2
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.6
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.25
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.05263157894736842
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.09090909090909091
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.75
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.65625
Local: different names in same paper	0.2
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	1.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.21875
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.1111111111111111
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.16666666666666666
Local: different names in same paper	0.8
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	1.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.08333333333333333
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.5
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.07692307692307693
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.038461538461538464
Local: different names in same paper	0.6
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.42857142857142855
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.16666666666666666
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.75
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.1111111111111111
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.08333333333333333
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.1
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.1111111111111111
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.09090909090909091
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.16666666666666666
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.125
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.3333333333333333
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.16666666666666666
Local: different names in same paper	0.2
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.1111111111111111
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.3333333333333333
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.04
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Local: different names in same paper	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.05263157894736842
Global: same name in different papers	0.2222222222222222
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.75
Global: same name in different papers	0.0
Global: same name in different papers	0.42857142857142855
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.15384615384615385
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.5
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.08333333333333333
Global: same name in different papers	0.5
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.25
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2857142857142857
Global: same name in different papers	0.125
Global: same name in different papers	0.15
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.18181818181818182
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.05128205128205128
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.5
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.25
Global: same name in different papers	0.125
Global: same name in different papers	0.029411764705882353
Global: same name in different papers	0.02564102564102564
Global: same name in different papers	0.0
Global: same name in different papers	0.1
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.4
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.18181818181818182
Global: same name in different papers	0.0
Global: same name in different papers	0.8
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.2
Global: same name in different papers	0.4
Global: same name in different papers	0.3333333333333333
Global: same name in different papers	0.25
Global: same name in different papers	0.0
Global: same name in different papers	1.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.041666666666666664
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.08333333333333333
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.037037037037037035
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.125
Global: same name in different papers	0.03333333333333333
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.0
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.09090909090909091
Global: same name in different papers	0.030303030303030304
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.5
Global: same name in different papers	0.2
Global: same name in different papers	0.25
Global: same name in different papers	0.0
Global: same name in different papers	0.07692307692307693
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.06666666666666667
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.2
Global: same name in different papers	0.42857142857142855
Global: same name in different papers	0.0
Global: same name in different papers	0.1111111111111111
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.07142857142857142
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.18181818181818182
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.2
Global: same name in different papers	0.5
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.09090909090909091
Global: same name in different papers	0.2
Global: same name in different papers	0.4
Global: same name in different papers	0.2222222222222222
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.045454545454545456
Global: same name in different papers	0.07692307692307693
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.3333333333333333
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.25
Global: same name in different papers	0.2
Global: same name in different papers	0.4
Global: same name in different papers	0.4
Global: same name in different papers	0.3333333333333333
Global: same name in different papers	0.0
Global: same name in different papers	0.3333333333333333
Global: same name in different papers	0.125
Global: same name in different papers	0.15384615384615385
Global: same name in different papers	0.125
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.4
Global: same name in different papers	0.1
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.1111111111111111
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.06666666666666667
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.07692307692307693
Global: same name in different papers	0.125
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.07692307692307693
Global: same name in different papers	0.18181818181818182
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.09090909090909091
Global: same name in different papers	0.1111111111111111
Global: same name in different papers	0.038461538461538464
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.07692307692307693
Global: same name in different papers	0.058823529411764705
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.13043478260869565
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.1111111111111111
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.1
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.041666666666666664
Global: same name in different papers	0.0
Global: same name in different papers	0.5
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.06896551724137931
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.5
Global: same name in different papers	0.0
Global: same name in different papers	0.5
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2857142857142857
Global: same name in different papers	0.18181818181818182
Global: same name in different papers	0.0
Global: same name in different papers	0.08695652173913043
Global: same name in different papers	0.0
Global: same name in different papers	0.1111111111111111
Global: same name in different papers	0.0
Global: same name in different papers	0.08333333333333333
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.4
Global: same name in different papers	0.4
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.2857142857142857
Global: same name in different papers	0.23076923076923078
Global: same name in different papers	0.0
Global: same name in different papers	0.25
Global: same name in different papers	0.0
Global: same name in different papers	0.125
Global: same name in different papers	0.09090909090909091
Global: same name in different papers	0.4
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.09090909090909091
Global: same name in different papers	1.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.03125
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2857142857142857
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.0
Global: same name in different papers	0.4
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.3
Global: same name in different papers	0.09090909090909091
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.3333333333333333
Global: same name in different papers	0.4
Global: same name in different papers	0.03125
Global: same name in different papers	0.14285714285714285
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.1
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.5
Global: same name in different papers	0.0
Global: same name in different papers	0.1111111111111111
Global: same name in different papers	0.4
Global: same name in different papers	0.06666666666666667
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.5
Global: same name in different papers	0.2857142857142857
Global: same name in different papers	0.4
Global: same name in different papers	0.11764705882352941
Global: same name in different papers	0.13333333333333333
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.08333333333333333
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.2
Global: same name in different papers	0.09090909090909091
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.4
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.25
Global: same name in different papers	0.25
Global: same name in different papers	0.0
Global: same name in different papers	0.0625
Global: same name in different papers	0.18181818181818182
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.07407407407407407
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.4
Global: same name in different papers	0.3333333333333333
Global: same name in different papers	0.125
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.2857142857142857
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.1
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.0
Global: same name in different papers	0.04
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	1.0
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.16666666666666666
Global: same name in different papers	0.25
Global: same name in different papers	0.0
Global: same name in different papers	0.23076923076923078
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.05555555555555555
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.09090909090909091
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.5
Global: same name in different papers	0.08333333333333333
Global: same name in different papers	0.2
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.0
Global: same name in different papers	0.42857142857142855
Global: same name in different papers	0.0
Global: same name in different papers	0.2
